SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
BEML, EQ, 29-Jun-2017, 1438.20, 1435.00, 1482.25, 1434.60, 1451.00, 1454.20, 1463.90, 920150, 13470.07, 20358, 223038, 24.24
BEPL, EQ, 29-Jun-2017, 58.80, 59.40, 64.70, 58.35, 62.25, 61.70, 61.86, 10505654, 6498.80, 33330, 3717529, 35.39
BERGEPAINT, EQ, 29-Jun-2017, 236.35, 236.40, 241.00, 236.35, 240.95, 238.90, 238.44, 475871, 1134.65, 19356, 212176, 44.59
BFINVEST, EQ, 29-Jun-2017, 182.95, 185.50, 190.00, 182.15, 182.95, 183.25, 186.09, 70358, 130.93, 1625, 29229, 41.54
BFUTILITIE, EQ, 29-Jun-2017, 383.70, 384.25, 392.40, 384.20, 388.00, 387.90, 388.67, 189285, 735.69, 5185, 50240, 26.54
BGLOBAL, BE, 29-Jun-2017, 4.95, 5.15, 5.15, 4.75, 4.90, 4.90, 4.79, 43057, 2.06, 22, -, -
BGRENERGY, EQ, 29-Jun-2017, 142.95, 143.30, 145.40, 142.45, 142.70, 143.45, 143.92, 108313, 155.89, 1691, 30079, 27.77
BHAGERIA, EQ, 29-Jun-2017, 300.50, 302.20, 304.80, 297.10, 297.10, 298.20, 300.25, 21715, 65.20, 692, 14260, 65.67
BHAGYANGR, EQ, 29-Jun-2017, 25.55, 25.40, 26.25, 24.70, 24.75, 25.00, 25.18, 11460, 2.89, 78, 10209, 89.08
BHANDARI, EQ, 29-Jun-2017, 2.30, 2.35, 2.45, 2.35, 2.45, 2.40, 2.39, 108442, 2.59, 63, 91992, 84.83
BHARATFIN, EQ, 29-Jun-2017, 704.15, 704.90, 720.75, 704.00, 710.45, 708.80, 711.76, 1915130, 13631.07, 29447, 466109, 24.34
BHARATFORG, EQ, 29-Jun-2017, 1059.10, 1064.70, 1092.65, 1064.70, 1084.95, 1075.10, 1078.55, 901977, 9728.28, 39843, 323353, 35.85
BHARATGEAR, EQ, 29-Jun-2017, 139.15, 138.95, 142.85, 136.40, 139.00, 139.35, 140.21, 57207, 80.21, 1285, 23552, 41.17
BHARATIDIL, EQ, 29-Jun-2017, 8.65, 8.70, 9.10, 8.55, 9.00, 9.00, 8.78, 26698, 2.34, 99, 16373, 61.33
BHARATRAS, EQ, 29-Jun-2017, 2984.75, 3063.00, 3063.00, 2925.10, 2925.10, 2941.35, 2971.58, 844, 25.08, 195, 445, 52.73
BHARATWIRE, EQ, 29-Jun-2017, 88.25, 89.55, 97.00, 89.55, 94.90, 94.60, 94.60, 456111, 431.50, 2325, 212877, 46.67
BHARTIARTL, EQ, 29-Jun-2017, 377.20, 377.75, 386.35, 377.70, 382.50, 382.45, 382.89, 4234116, 16211.82, 34061, 2192774, 51.79
BHEL, EQ, 29-Jun-2017, 136.30, 136.40, 139.00, 135.00, 135.35, 135.60, 137.04, 4139700, 5673.02, 21227, 977588, 23.61
BHUSANSTL, EQ, 29-Jun-2017, 66.05, 69.40, 69.50, 67.05, 67.40, 67.55, 67.80, 964839, 654.19, 7663, 263011, 27.26
BIGBLOC, EQ, 29-Jun-2017, 85.10, 85.10, 85.50, 84.00, 84.80, 84.80, 85.03, 15694, 13.35, 118, 5171, 32.95
BIL, EQ, 29-Jun-2017, 580.30, 593.50, 593.50, 576.65, 580.00, 580.70, 582.11, 27692, 161.20, 771, 4124, 14.89
BINANIIND, EQ, 29-Jun-2017, 73.85, 74.10, 75.60, 74.05, 74.90, 74.50, 74.62, 18513, 13.81, 253, 10224, 55.23
BINDALAGRO, EQ, 29-Jun-2017, 23.55, 24.00, 24.45, 23.80, 24.15, 24.15, 24.18, 49482, 11.97, 276, 33896, 68.50
BIOCON, EQ, 29-Jun-2017, 328.00, 329.10, 334.40, 325.75, 327.70, 332.15, 330.61, 3272359, 10818.77, 17963, 642677, 19.64
BIRLACABLE, EQ, 29-Jun-2017, 41.45, 41.35, 42.65, 40.85, 42.00, 42.05, 41.72, 30037, 12.53, 121, 26790, 89.19
BIRLACORPN, EQ, 29-Jun-2017, 868.00, 881.10, 881.95, 847.05, 852.00, 854.80, 868.02, 16163, 140.30, 1123, 9707, 60.06
BIRLAMONEY, EQ, 29-Jun-2017, 67.00, 67.80, 68.20, 66.05, 66.70, 66.75, 67.26, 567808, 381.88, 2974, 376293, 66.27
BLBLIMITED, BE, 29-Jun-2017, 6.30, 6.30, 6.30, 6.00, 6.00, 6.00, 6.00, 7101, 0.43, 9, -, -
BLISSGVS, EQ, 29-Jun-2017, 155.40, 156.50, 157.40, 153.50, 153.50, 154.10, 155.36, 64106, 99.59, 1351, 27035, 42.17
BLKASHYAP, EQ, 29-Jun-2017, 35.50, 35.70, 37.55, 35.70, 37.25, 36.80, 36.83, 410101, 151.04, 1592, 156157, 38.08
BLS, EQ, 29-Jun-2017, 191.05, 193.70, 198.70, 190.30, 192.00, 191.70, 194.51, 79955, 155.52, 1092, 53618, 67.06
BLUEBLENDS, EQ, 29-Jun-2017, 55.95, 57.00, 58.00, 51.50, 52.00, 51.95, 52.97, 293033, 155.23, 1790, 202687, 69.17
BLUEDART, EQ, 29-Jun-2017, 4302.60, 4303.05, 4450.00, 4302.60, 4446.00, 4406.30, 4393.75, 6633, 291.44, 1144, 4041, 60.92
BLUEDART, N1, 29-Jun-2017, 10.10, 10.10, 10.10, 10.10, 10.10, 10.10, 10.10, 1, 0.00, 1, 1, 100.00
BLUEDART, N2, 29-Jun-2017, 9.60, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 159, 0.02, 1, 159, 100.00
BLUESTARCO, EQ, 29-Jun-2017, 602.35, 609.80, 611.85, 588.20, 592.00, 593.85, 602.39, 14770, 88.97, 1105, 6741, 45.64
BODALCHEM, EQ, 29-Jun-2017, 157.25, 156.15, 163.00, 156.15, 159.70, 160.30, 161.01, 314000, 505.58, 3379, 123050, 39.19
BOHRA, SM, 29-Jun-2017, 47.00, 48.00, 50.00, 48.00, 50.00, 49.95, 49.32, 6000, 2.96, 3, 4000, 66.67
BOMDYEING, EQ, 29-Jun-2017, 81.70, 82.20, 83.60, 81.20, 81.90, 82.00, 82.37, 1373048, 1130.93, 7814, 287417, 20.93
BOSCHLTD, EQ, 29-Jun-2017, 23309.05, 23400.00, 23500.00, 23200.00, 23200.00, 23263.60, 23292.95, 14244, 3317.85, 4568, 9617, 67.52
BPCL, EQ, 29-Jun-2017, 616.70, 617.50, 633.30, 617.00, 627.30, 626.05, 626.07, 5277522, 33040.79, 117633, 3214295, 60.91
BPL, EQ, 29-Jun-2017, 65.60, 66.00, 69.35, 66.00, 68.20, 67.90, 67.92, 287348, 195.16, 2808, 60552, 21.07
BRFL, EQ, 29-Jun-2017, 134.60, 135.05, 136.00, 130.00, 130.50, 131.25, 131.75, 87917, 115.83, 636, 61491, 69.94
BRIGADE, EQ, 29-Jun-2017, 268.10, 272.50, 272.50, 254.00, 260.00, 261.40, 269.77, 568349, 1533.25, 1377, 544899, 95.87
BRITANNIA, EQ, 29-Jun-2017, 3636.15, 3638.45, 3697.00, 3601.00, 3629.00, 3637.20, 3649.31, 90710, 3310.29, 13336, 50344, 55.50
BROOKS, EQ, 29-Jun-2017, 102.50, 104.00, 108.50, 104.00, 104.80, 104.35, 106.00, 42780, 45.35, 710, 17904, 41.85
BSE, EQ, 29-Jun-2017, 1074.05, 1084.05, 1104.25, 1080.50, 1102.10, 1098.70, 1092.54, 102794, 1123.07, 6394, 47077, 45.80
BSELINFRA, EQ, 29-Jun-2017, 4.20, 4.20, 4.35, 4.20, 4.25, 4.30, 4.28, 23473, 1.00, 66, 18155, 77.34
BSL, EQ, 29-Jun-2017, 73.15, 73.00, 75.70, 72.05, 74.00, 74.05, 73.13, 3535, 2.59, 66, 2364, 66.87
BSLGOLDETF, EQ, 29-Jun-2017, 2666.00, 2714.00, 2773.95, 2643.00, 2773.95, 2773.95, 2729.76, 57, 1.56, 7, 53, 92.98
BSLIMITED, EQ, 29-Jun-2017, 1.65, 1.60, 1.65, 1.60, 1.65, 1.60, 1.61, 588050, 9.45, 182, 427402, 72.68
BSLNIFTY, EQ, 29-Jun-2017, 100.25, 104.99, 109.00, 102.00, 107.00, 107.00, 105.80, 358, 0.38, 18, 346, 96.65
BURNPUR, EQ, 29-Jun-2017, 8.65, 8.95, 9.10, 8.80, 8.95, 8.95, 8.95, 343991, 30.79, 529, 211217, 61.40
BUTTERFLY, EQ, 29-Jun-2017, 183.95, 183.65, 192.60, 183.00, 185.10, 185.95, 188.97, 13041, 24.64, 491, 6450, 49.46
BVCL, BE, 29-Jun-2017, 33.20, 32.40, 33.25, 32.40, 33.25, 33.25, 32.51, 206, 0.07, 4, -, -
BYKE, EQ, 29-Jun-2017, 185.05, 186.50, 187.10, 184.50, 184.55, 185.10, 185.79, 15330, 28.48, 424, 7048, 45.98
CADILAHC, EQ, 29-Jun-2017, 527.70, 531.00, 532.40, 518.35, 519.95, 520.95, 524.68, 894943, 4695.57, 17968, 443318, 49.54
CAMLINFINE, EQ, 29-Jun-2017, 86.20, 86.60, 88.00, 85.60, 85.80, 86.10, 86.99, 461282, 401.28, 2258, 342831, 74.32
CANBK, EQ, 29-Jun-2017, 326.00, 328.40, 338.50, 327.30, 332.30, 332.65, 332.65, 4718642, 15696.39, 33874, 1156417, 24.51
CANDC, BE, 29-Jun-2017, 71.40, 74.95, 74.95, 70.00, 73.50, 72.30, 74.66, 101983, 76.14, 419, -, -
CANFINHOME, EQ, 29-Jun-2017, 3109.35, 3138.70, 3208.00, 3122.00, 3196.00, 3193.90, 3173.27, 208776, 6625.02, 13069, 54128, 25.93
CANTABIL, EQ, 29-Jun-2017, 67.50, 69.45, 69.45, 67.25, 67.60, 68.35, 68.52, 5270, 3.61, 38, 4223, 80.13
CAPF, EQ, 29-Jun-2017, 670.75, 679.75, 679.75, 656.05, 659.15, 659.30, 665.64, 396762, 2641.02, 8356, 176500, 44.49
CAPLIPOINT, EQ, 29-Jun-2017, 553.25, 556.25, 567.95, 542.20, 554.00, 554.20, 559.97, 48607, 272.19, 1899, 19456, 40.03
CAPTRUST, EQ, 29-Jun-2017, 375.40, 380.00, 382.00, 371.00, 373.00, 374.35, 376.06, 1493, 5.61, 138, 1202, 80.51
CARBORUNIV, EQ, 29-Jun-2017, 322.85, 332.45, 332.45, 319.55, 322.00, 322.10, 322.15, 117847, 379.65, 1867, 96454, 81.85
CAREERP, EQ, 29-Jun-2017, 102.40, 104.00, 104.65, 102.00, 102.40, 102.15, 102.83, 4273, 4.39, 118, 1589, 37.19
CARERATING, EQ, 29-Jun-2017, 1422.20, 1430.10, 1670.00, 1425.00, 1608.00, 1597.45, 1583.23, 1045829, 16557.85, 52540, 239650, 22.91
CASTEXTECH, EQ, 29-Jun-2017, 7.80, 8.75, 8.95, 8.30, 8.75, 8.70, 8.61, 5861352, 504.82, 4491, 2754993, 47.00
CASTROLIND, EQ, 29-Jun-2017, 403.55, 404.10, 407.60, 399.50, 402.40, 400.80, 402.45, 1156871, 4655.77, 20133, 839593, 72.57
CCCL, EQ, 29-Jun-2017, 5.15, 4.95, 5.35, 4.95, 4.95, 5.00, 4.99, 107924, 5.39, 138, 72492, 67.17
CCHHL, EQ, 29-Jun-2017, 13.85, 14.25, 14.40, 13.50, 13.50, 13.55, 13.77, 171016, 23.55, 552, 104433, 61.07
CCL, EQ, 29-Jun-2017, 287.65, 288.05, 289.95, 284.00, 286.05, 286.15, 285.96, 14910, 42.64, 489, 9709, 65.12
CEATLTD, EQ, 29-Jun-2017, 1809.80, 1825.00, 1835.00, 1791.00, 1804.60, 1799.70, 1810.26, 735765, 13319.28, 19477, 121132, 16.46
CEBBCO, EQ, 29-Jun-2017, 11.15, 11.20, 11.25, 11.00, 11.10, 11.10, 11.15, 12859, 1.43, 77, 12570, 97.75
CELEBRITY, EQ, 29-Jun-2017, 14.00, 14.45, 14.50, 13.95, 13.95, 14.05, 14.19, 33428, 4.74, 150, 27916, 83.51
CELESTIAL, EQ, 29-Jun-2017, 22.45, 22.25, 23.40, 22.25, 22.50, 22.55, 22.70, 25772, 5.85, 160, 21388, 82.99
CENTENKA, EQ, 29-Jun-2017, 384.25, 389.95, 396.00, 386.25, 396.00, 393.85, 392.26, 52999, 207.89, 2398, 20934, 39.50
CENTEXT, EQ, 29-Jun-2017, 4.70, 4.70, 4.95, 4.70, 4.70, 4.75, 4.78, 21234, 1.02, 55, 14457, 68.08
CENTRALBK, EQ, 29-Jun-2017, 87.40, 87.50, 89.95, 87.00, 88.40, 89.05, 88.80, 871871, 774.25, 6440, 162779, 18.67
CENTUM, EQ, 29-Jun-2017, 686.95, 687.00, 690.00, 678.10, 682.30, 680.40, 685.18, 1715, 11.75, 166, 1026, 59.83
CENTURYPLY, EQ, 29-Jun-2017, 300.85, 301.00, 307.45, 300.00, 302.75, 302.05, 303.98, 274211, 833.54, 4199, 159748, 58.26
CENTURYTEX, EQ, 29-Jun-2017, 1104.45, 1110.20, 1130.40, 1094.20, 1097.00, 1097.65, 1107.50, 694417, 7690.70, 13320, 173587, 25.00
CERA, EQ, 29-Jun-2017, 2951.85, 2949.95, 2999.00, 2930.00, 2968.00, 2950.45, 2954.41, 3128, 92.41, 344, 2176, 69.57
CEREBRAINT, EQ, 29-Jun-2017, 51.00, 51.00, 55.80, 51.00, 55.40, 55.20, 53.81, 1737094, 934.66, 5301, 1025167, 59.02
CESC, EQ, 29-Jun-2017, 880.00, 880.00, 888.50, 861.85, 867.00, 867.30, 871.87, 635914, 5544.33, 10036, 370613, 58.28
CGCL, EQ, 29-Jun-2017, 58.00, 57.60, 58.55, 56.10, 58.00, 57.70, 57.39, 17086, 9.81, 220, 11513, 67.38
CGPOWER, EQ, 29-Jun-2017, 80.25, 81.70, 82.00, 79.80, 80.70, 80.85, 80.92, 1374757, 1112.50, 7002, 284529, 20.70
CHAMBLFERT, EQ, 29-Jun-2017, 117.90, 118.45, 123.65, 116.75, 122.90, 122.85, 120.97, 1783025, 2156.90, 14773, 1091593, 61.22
CHENNPETRO, EQ, 29-Jun-2017, 348.20, 350.10, 366.35, 348.15, 364.20, 363.40, 359.10, 471900, 1694.58, 8245, 173706, 36.81
CHOLAFIN, EQ, 29-Jun-2017, 1083.40, 1090.00, 1101.05, 1081.35, 1095.30, 1096.20, 1091.98, 120800, 1319.11, 5985, 36176, 29.95
CHROMATIC, EQ, 29-Jun-2017, 1.95, 2.00, 2.05, 1.95, 1.95, 1.95, 1.98, 168423, 3.34, 104, 138522, 82.25
CIGNITITEC, EQ, 29-Jun-2017, 310.80, 312.00, 319.95, 309.00, 315.30, 311.45, 314.88, 95392, 300.37, 1929, 64944, 68.08
CIMMCO, EQ, 29-Jun-2017, 83.45, 84.60, 84.60, 82.15, 83.75, 83.35, 83.38, 8374, 6.98, 150, 5315, 63.47
CINELINE, EQ, 29-Jun-2017, 73.05, 73.00, 74.90, 72.25, 74.50, 73.60, 73.30, 10954, 8.03, 230, 8260, 75.41
CINEVISTA, EQ, 29-Jun-2017, 7.25, 6.95, 7.20, 6.90, 6.90, 6.90, 6.91, 51994, 3.59, 56, 48449, 93.18
CIPLA, EQ, 29-Jun-2017, 536.85, 538.45, 546.95, 534.25, 546.90, 543.75, 540.46, 1252382, 6768.65, 22486, 695141, 55.51
CKPPRODUCT, SM, 29-Jun-2017, 50.75, 50.75, 50.75, 50.75, 50.75, 50.75, 50.75, 3000, 1.52, 1, 3000, 100.00
CLEDUCATE, EQ, 29-Jun-2017, 424.90, 425.00, 426.05, 423.05, 424.50, 424.75, 424.69, 5104, 21.68, 211, 4034, 79.04
CLNINDIA, EQ, 29-Jun-2017, 621.95, 621.25, 635.00, 621.25, 626.30, 628.40, 628.60, 10108, 63.54, 673, 5105, 50.50
CMICABLES, EQ, 29-Jun-2017, 216.20, 218.80, 232.00, 215.00, 228.60, 227.65, 227.63, 501473, 1141.48, 5388, 183841, 36.66
CNOVAPETRO, EQ, 29-Jun-2017, 23.20, 23.00, 25.45, 23.00, 25.00, 24.90, 24.43, 6413, 1.57, 34, 1653, 25.78
COALINDIA, EQ, 29-Jun-2017, 245.75, 246.80, 247.80, 244.60, 245.05, 245.15, 246.36, 2498353, 6154.95, 43992, 1311041, 52.48
COFFEEDAY, EQ, 29-Jun-2017, 242.10, 244.40, 252.75, 240.15, 245.00, 245.05, 247.37, 63755, 157.71, 3414, 32529, 51.02
COLPAL, EQ, 29-Jun-2017, 1088.45, 1094.00, 1097.65, 1082.05, 1082.95, 1087.15, 1089.91, 257238, 2803.66, 8798, 124771, 48.50
COMPINFO, EQ, 29-Jun-2017, 22.35, 22.75, 23.00, 21.50, 22.50, 22.50, 22.48, 39641, 8.91, 140, 20496, 51.70
COMPUSOFT, EQ, 29-Jun-2017, 11.00, 10.85, 11.10, 10.75, 10.95, 10.90, 10.95, 13266, 1.45, 76, 6878, 51.85
CONCOR, EQ, 29-Jun-2017, 1132.10, 1139.40, 1150.20, 1129.10, 1132.60, 1133.55, 1135.66, 343118, 3896.64, 13941, 201766, 58.80
CONSOFINVT, EQ, 29-Jun-2017, 69.05, 70.65, 71.90, 68.55, 69.10, 69.40, 69.61, 9618, 6.69, 156, 4815, 50.06
CONTROLPR, EQ, 29-Jun-2017, 337.85, 339.50, 346.00, 331.00, 338.80, 337.40, 336.73, 13817, 46.53, 515, 6058, 43.84
CORALFINAC, EQ, 29-Jun-2017, 207.05, 211.00, 212.00, 211.00, 212.00, 212.00, 211.83, 30, 0.06, 3, 30, 100.00
CORDSCABLE, EQ, 29-Jun-2017, 113.65, 114.80, 121.00, 114.80, 116.50, 115.90, 118.98, 245974, 292.67, 2937, 112006, 45.54
COROMANDEL, EQ, 29-Jun-2017, 410.05, 411.50, 420.90, 408.60, 410.55, 414.60, 415.20, 173165, 718.99, 5592, 124954, 72.16
CORPBANK, EQ, 29-Jun-2017, 50.65, 51.60, 51.70, 49.50, 50.00, 49.85, 50.41, 434924, 219.22, 3586, 242830, 55.83
COSMOFILMS, EQ, 29-Jun-2017, 406.05, 408.95, 415.00, 407.50, 413.00, 410.05, 410.87, 28366, 116.55, 858, 15945, 56.21
COUNCODOS, EQ, 29-Jun-2017, 3.30, 3.15, 3.20, 2.65, 3.15, 3.05, 3.00, 116283, 3.49, 82, 86588, 74.46
COX&KINGS, EQ, 29-Jun-2017, 281.45, 281.80, 285.50, 275.15, 284.00, 278.65, 280.08, 217257, 608.50, 5476, 107353, 49.41
CPSEETF, EQ, 29-Jun-2017, 26.11, 26.50, 26.50, 25.90, 25.95, 25.93, 26.18, 7450207, 1950.38, 3727, 6546211, 87.87
CREATIVE, SM, 29-Jun-2017, 117.80, 125.00, 125.20, 125.00, 125.10, 125.10, 125.10, 4800, 6.00, 3, 0, 0.00
CREST, EQ, 29-Jun-2017, 156.10, 152.30, 165.00, 152.30, 163.05, 162.85, 162.33, 4209, 6.83, 79, 3226, 76.65
CRISIL, EQ, 29-Jun-2017, 1926.20, 1900.00, 1970.00, 1900.00, 1950.00, 1950.25, 1947.24, 53535, 1042.45, 3006, 32482, 60.67
CRMFGETF, EQ, 29-Jun-2017, 2710.00, 2660.00, 2660.00, 2655.00, 2655.00, 2655.00, 2656.00, 25, 0.66, 2, 0, 0.00
CROMPTON, EQ, 29-Jun-2017, 220.00, 221.25, 222.45, 218.10, 218.30, 218.85, 220.30, 182785, 402.67, 11124, 90621, 49.58
CTE, EQ, 29-Jun-2017, 89.85, 90.50, 90.50, 89.10, 90.50, 90.50, 89.50, 3379, 3.02, 87, 3379, 100.00
CUB, EQ, 29-Jun-2017, 177.50, 177.60, 183.70, 177.60, 181.80, 182.20, 179.88, 811817, 1460.28, 4871, 657267, 80.96
CUBEXTUB, BE, 29-Jun-2017, 17.60, 18.45, 18.45, 18.45, 18.45, 18.45, 18.45, 3525, 0.65, 18, -, -
CUMMINSIND, EQ, 29-Jun-2017, 912.65, 912.65, 930.90, 902.30, 912.00, 907.60, 918.30, 224971, 2065.92, 8571, 56016, 24.90
CUPID, EQ, 29-Jun-2017, 276.20, 279.20, 279.20, 274.80, 275.00, 275.50, 276.17, 10823, 29.89, 425, 7236, 66.86
CYBERTECH, EQ, 29-Jun-2017, 60.55, 59.70, 62.75, 59.70, 61.00, 61.40, 61.30, 19845, 12.17, 185, 13453, 67.79
CYIENT, EQ, 29-Jun-2017, 510.20, 507.55, 522.10, 506.00, 512.75, 510.20, 513.81, 38605, 198.36, 2774, 12081, 31.29
DAAWAT, EQ, 29-Jun-2017, 67.00, 68.00, 69.20, 66.65, 67.80, 67.70, 68.01, 613932, 417.51, 5946, 216683, 35.29
DABUR, EQ, 29-Jun-2017, 289.90, 290.30, 292.00, 287.90, 289.60, 289.85, 289.94, 1561905, 4528.57, 7321, 1210502, 77.50
DALMIABHA, EQ, 29-Jun-2017, 2429.50, 2439.50, 2455.00, 2404.00, 2415.60, 2415.70, 2424.51, 86453, 2096.06, 5682, 38751, 44.82
DALMIASUG, EQ, 29-Jun-2017, 124.70, 126.15, 129.30, 126.10, 127.50, 127.15, 127.54, 112805, 143.87, 1353, 50583, 44.84
DAMODARIND, EQ, 29-Jun-2017, 83.35, 83.00, 84.55, 81.70, 83.50, 83.50, 82.99, 1548, 1.28, 17, 1421, 91.80
DATAMATICS, EQ, 29-Jun-2017, 102.15, 103.00, 107.00, 102.60, 104.70, 104.45, 104.78, 144571, 151.48, 2277, 60791, 42.05
DBCORP, EQ, 29-Jun-2017, 376.10, 374.00, 377.15, 372.45, 375.00, 375.05, 374.87, 4836, 18.13, 247, 2851, 58.95
DBL, EQ, 29-Jun-2017, 421.75, 425.00, 442.50, 425.00, 438.55, 439.40, 436.62, 205626, 897.79, 6076, 100730, 48.99
DBREALTY, EQ, 29-Jun-2017, 39.40, 39.90, 40.25, 38.80, 39.00, 39.00, 39.37, 282531, 111.24, 1386, 192202, 68.03
DBSTOCKBRO, EQ, 29-Jun-2017, 8.75, 8.80, 8.90, 8.80, 8.90, 8.90, 8.88, 511, 0.05, 4, 511, 100.00
DCBBANK, EQ, 29-Jun-2017, 196.75, 197.00, 200.55, 195.20, 196.60, 196.20, 197.72, 2598856, 5138.51, 15787, 955277, 36.76
DCM, EQ, 29-Jun-2017, 116.30, 116.70, 118.90, 114.80, 116.70, 116.15, 116.54, 32051, 37.35, 394, 22565, 70.40
DCMSHRIRAM, EQ, 29-Jun-2017, 338.00, 341.95, 349.50, 338.00, 339.10, 339.25, 343.58, 66482, 228.42, 3996, 33215, 49.96
DCW, EQ, 29-Jun-2017, 33.00, 33.20, 33.90, 32.80, 33.00, 32.95, 33.34, 467695, 155.95, 1249, 261922, 56.00
DECCANCE, EQ, 29-Jun-2017, 1081.40, 1068.20, 1128.15, 1068.20, 1128.00, 1116.20, 1105.34, 6543, 72.32, 1098, 3908, 59.73
DEEPAKFERT, EQ, 29-Jun-2017, 269.65, 270.00, 275.50, 270.00, 273.00, 272.70, 273.66, 126154, 345.24, 3118, 61736, 48.94
DEEPAKNTR, EQ, 29-Jun-2017, 158.40, 159.20, 165.40, 158.15, 160.00, 160.10, 162.41, 169857, 275.86, 5914, 107612, 63.35
DEEPIND, EQ, 29-Jun-2017, 278.55, 278.55, 291.70, 278.45, 286.70, 285.60, 287.14, 98502, 282.84, 1957, 31335, 31.81
DELTACORP, EQ, 29-Jun-2017, 154.70, 156.00, 157.40, 153.15, 154.15, 153.85, 155.30, 1370101, 2127.77, 11661, 459001, 33.50
DELTAMAGNT, BE, 29-Jun-2017, 43.95, 41.80, 41.80, 41.80, 41.80, 41.80, 41.80, 11, 0.00, 1, -, -
DEN, EQ, 29-Jun-2017, 78.40, 78.85, 81.25, 78.00, 80.05, 80.10, 80.24, 108591, 87.14, 1790, 62693, 57.73
DENABANK, EQ, 29-Jun-2017, 33.30, 33.40, 33.80, 33.25, 33.35, 33.40, 33.49, 666399, 223.20, 1937, 286245, 42.95
DENORA, EQ, 29-Jun-2017, 253.80, 253.00, 258.00, 251.00, 257.95, 253.45, 253.39, 1970, 4.99, 125, 1475, 74.87
DEVIT, SM, 29-Jun-2017, 53.50, 52.05, 52.50, 52.05, 52.50, 52.50, 52.28, 6000, 3.14, 2, 6000, 100.00
DFMFOODS, EQ, 29-Jun-2017, 1422.15, 1435.00, 1472.00, 1424.55, 1465.00, 1463.60, 1451.35, 27359, 397.07, 1605, 19591, 71.61
DHAMPURSUG, EQ, 29-Jun-2017, 188.05, 189.20, 193.05, 186.20, 190.50, 189.35, 190.06, 457642, 869.77, 7289, 142813, 31.21
DHANBANK, EQ, 29-Jun-2017, 37.15, 37.15, 38.40, 37.15, 38.35, 38.15, 37.92, 755721, 286.61, 2357, 323079, 42.75
DHANUKA, EQ, 29-Jun-2017, 847.35, 856.00, 856.00, 841.20, 850.00, 848.15, 848.62, 19617, 166.47, 1029, 11459, 58.41
DHARSUGAR, EQ, 29-Jun-2017, 25.95, 26.20, 26.75, 25.60, 26.00, 25.85, 26.02, 17634, 4.59, 112, 12423, 70.45
DHFL, EQ, 29-Jun-2017, 427.85, 428.75, 442.00, 428.75, 437.40, 436.20, 436.68, 2107207, 9201.74, 25842, 355323, 16.86
DHFL, N4, 29-Jun-2017, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 1020.00, 40, 0.41, 1, 40, 100.00
DHFL, N6, 29-Jun-2017, 1040.11, 1039.92, 1050.00, 1039.92, 1050.00, 1050.00, 1048.30, 207, 2.17, 6, 207, 100.00
DHFL, NA, 29-Jun-2017, 1068.00, 1070.05, 1070.05, 1070.05, 1070.05, 1070.05, 1070.05, 50, 0.54, 1, 50, 100.00
DHFL, NC, 29-Jun-2017, 1095.50, 1095.50, 1096.50, 1095.00, 1096.50, 1096.50, 1096.08, 310, 3.40, 10, 310, 100.00
DHFL, NL, 29-Jun-2017, 1085.05, 1085.00, 1085.00, 1085.00, 1085.00, 1085.00, 1085.00, 40, 0.43, 2, 40, 100.00
DHFL, NN, 29-Jun-2017, 1036.20, 1074.00, 1074.00, 1074.00, 1074.00, 1074.00, 1074.00, 26, 0.28, 2, 26, 100.00
DHFL, NP, 29-Jun-2017, 1087.00, 1085.00, 1085.00, 1084.00, 1084.75, 1084.75, 1084.88, 141, 1.53, 9, 141, 100.00
DHUNINV, EQ, 29-Jun-2017, 351.15, 351.15, 368.85, 351.15, 356.00, 356.70, 361.45, 25484, 92.11, 217, 22132, 86.85
DIAPOWER, EQ, 29-Jun-2017, 27.35, 28.35, 29.85, 27.20, 29.70, 29.50, 29.18, 315971, 92.19, 1396, 224338, 71.00
DICIND, EQ, 29-Jun-2017, 535.15, 538.85, 539.00, 518.05, 522.00, 525.60, 526.97, 2323, 12.24, 312, 1447, 62.29
DIGJAMLTD, EQ, 29-Jun-2017, 12.90, 13.05, 13.40, 12.85, 12.90, 12.95, 13.11, 187836, 24.62, 410, 115432, 61.45
DISHTV, EQ, 29-Jun-2017, 75.45, 75.95, 79.75, 75.95, 79.20, 79.25, 77.99, 12930207, 10083.99, 33617, 6236991, 48.24
DIVISLAB, EQ, 29-Jun-2017, 641.00, 640.95, 652.95, 633.35, 639.75, 637.40, 642.77, 1257720, 8084.25, 20133, 267225, 21.25
DLF, EQ, 29-Jun-2017, 190.75, 193.80, 195.30, 190.70, 193.85, 194.10, 193.50, 11224084, 21718.28, 55655, 2757016, 24.56
DLINKINDIA, EQ, 29-Jun-2017, 96.90, 97.50, 98.70, 96.10, 96.20, 96.60, 97.48, 95718, 93.30, 1576, 63771, 66.62
